id,name
1043,yes
1044,science
1045,yes
1046,lugha
1047,yes
1048,science
1049,lugha
1050,yes
1051,science
1052,
1053,lugha
1054,yes
1055,science
1056,yes
1057,
1058,lugha
1059,yes
1060,science
1061,sufism
1062,yes
1063,science
1064,science
1065,yes
1066,lugha
1067,yes
1068,lugha
1069,yes
1070,lugha
1071,yes
1072,lugha
1073,yes
1074,lugha
1075,yes
1076,lugha
1077,yes
1078,sufism
1079,yes
1080,
1081,adyan
1082,yes
1083,
1084,
1085,adyan
1086,yes
1087,kalam
1088,
1089,
1090,
1091,
1092,kalam
1093,yes
1094,
1095,kalam
1096,yes
1097,
1098,
1099,
1100,
1101,
1102,kalam
1103,yes
1104,lugha
1105,yes
1106,kalam
1107,kalam
1108,yes
1109,
1110,
1111,kalam
1112,yes
1113,
1114,kalam
1115,yes
1116,lugha
1117,yes
1118,yes
1119,kalam
1120,science
1121,
1122,yes
1123,kalam
1124,kalam
1125,yes
1126,kalam
1127,yes
1128,mutashabih
1129,yes
1130,
1131,lugha
1132,yes
1133,science
1134,yes
1135,kalam
1136,yes
1137,
1138,kalam
1139,yes
1140,science
1141,takhsis
1142,kalam
1143,yes
1144,kalam
1145,yes
1146,kalam
1147,lugha
1148,yes
1149,
1150,
1151,lugha
1152,yes
1153,
1154,
1155,
1156,
1157,
1158,lugha
1159,yes
1160,kalam
1161,yes
1162,kalam
1163,yes
1164,kalam
1165,yes
1166,
1167,kalam
1168,yes
1169,
1170,kalam
1171,yes
1172,
1173,kalam
1174,yes
1175,kalam
1176,yes
1177,kalam
1178,yes
1179,
1180,kalam
1181,yes
1182,fiqh
1183,israeliyat
1184,science
1185,yes
1186,
1187,kalam
1188,yes
1189,kalam
1190,yes
1191,kalam
1192,yes
1193,
1194,lugha
1195,yes
1196,asbab
1197,yes
1198,asbab
1199,yes
1200,sufism
1201,yes
1202,
1203,sufism
1204,yes
1205,asbab
1206,yes
1207,sufism
1208,adyan
1209,yes
1210,sufism
1211,yes
1212,kalam
1213,rajeh
1214,sufism
1215,kalam
1216,yes
1217,
1218,
1219,lugha
1220,takhsis
1221,yes
1222,sufism
1223,lugha
1224,yes
1225,lugha
1226,yes
1227,lugha
1228,yes
1229,lugha
1230,yes
1231,
1232,kalam
1233,yes
1234,adyan
1235,yes
1236,kalam
1237,adyan
1238,yes
1239,lugha
1240,yes
1241,lugha
1242,yes
1243,kalam
1244,kalam
1245,yes
1246,sufism
1247,lugha
1248,yes
1249,sufism
1250,kalam
1251,yes
1252,sufism
1253,yes
1254,kalam
1255,yes
1256,sufism
1257,lugha
1258,sufism
1259,yes
1260,rajeh
1261,lugha
1262,yes
1263,sufism
1264,adyan
1265,yes
1266,sufism
1267,kalam
1268,asbab
1269,yes
1270,kalam
1271,sufism
1272,adyan
1273,yes
1274,kalam
1275,sufism
1276,adyan
1277,asbab
1278,yes
1279,kalam
1280,sufism
1281,adyan
1282,asbab
1283,yes
1284,kalam
1285,science
1286,sirah
1287,adyan
1288,kalam
1289,sufism
1290,yes
1291,lugha
1292,yes
1293,sufism
1294,kalam
1295,sufism
1296,yes
1297,kalam
1298,sufism
1299,yes
1300,
1301,lugha
1302,yes
1303,sufism
1304,yes
1305,kalam
1306,sufism
1307,yes
1308,rajeh
1309,kalam
1310,yes
1311,lugha
1312,yes
1313,kalam
1314,sufism
1315,fiqh
1316,lugha
1317,yes
1318,kalam
1319,sufism
1320,
1321,
1322,science
1323,yes
1324,kalam
1325,
1326,science
1327,yes
1328,science
1329,yes
1330,science
1331,yes
1332,science
1333,yes
1334,science
1335,yes
1336,
1337,science
1338,yes
1339,science
1340,yes
1341,science
1342,yes
1343,
1344,science
1345,yes
1346,kalam
1347,
1348,science
1349,yes
1350,science
1351,yes
1352,lugha
1353,science
1354,yes
1355,science
1356,yes
1357,kalam
1358,sufism
1359,science
1360,yes
1361,sufism
1362,kalam
1363,science
1364,yes
1365,kalam
1366,rajeh
1367,science
1368,yes
1369,sufism
1370,kalam
1371,adyan
1372,lugha
1373,science
1374,yes
1375,kalam
1376,lugha
1377,science
1378,yes
1379,kalam
1380,lugha
1381,science
1382,yes
1383,science
1384,yes
1385,
1386,lugha
1387,mutashabih
1388,yes
1389,mutashabih
1390,lugha
1391,yes
1392,lugha
1393,mutashabih
1394,science
1395,yes
1396,sufism
1397,lugha
1398,mutashabih
1399,science
1400,yes
1401,lugha
1402,mutashabih
1403,science
1404,yes
1405,science
1406,yes
1407,lugha
1408,mutashabih
1409,yes
1410,lugha
1411,mutashabih
1412,yes
1413,lugha
1414,mutashabih
1415,yes
1416,israeliyat
1417,lugha
1418,mutashabih
1419,science
1420,yes
1421,science
1422,yes
1423,israeliyat
1424,mutashabih
1425,science
1426,yes
1427,israeliyat
1428,mutashabih
1429,science
1430,yes
1431,
1432,
1433,israeliyat
1434,mutashabih
1435,science
1436,yes
1437,mutashabih
1438,science
1439,yes
1440,science
1441,yes
1442,israeliyat
1443,science
1444,yes
1445,lugha
1446,mutashabih
1447,science
1448,yes
1449,mutashabih
1450,science
1451,yes
1452,kalam
1453,mutashabih
1454,yes
1455,
1456,lugha
1457,yes
1458,lugha
1459,yes
1460,lugha
1461,yes
1462,science
1463,yes
1464,sufism
1465,lugha
1466,yes
1467,
1468,lugha
1469,yes
1470,kalam
1471,lugha
1472,yes
1473,kalam
1474,lugha
1475,yes
1476,
1477,
1478,
1479,lugha
1480,yes
1481,science
1482,yes
1483,lugha
1484,yes
1485,science
1486,yes
1487,kalam
1488,kalam
1489,yes
1490,lugha
1491,yes
1492,science
1493,yes
1494,fiqh
1495,kalam
1496,sciene
1497,yes
1498,science
1499,yes
1500,kalam
1501,fiqh
1502,yes
1503,kalam
1504,yes
1505,fiqh
1506,yes
1507,fiqh
1508,sufism
1509,yes
1510,kalam
1511,kalam
1512,yes
1513,science
1514,israeliyat
1515,kalam
1516,yes
1517,kalam
1518,yes
1519,israeliyat
1520,yes
1521,israeliyat
1522,yes
1523,israeliyat
1524,kalam
1525,yes
1526,fiqh
1527,science
1528,kalam
1529,yes
1530,fiqh
1531,takhsis
1532,
1533,kalam
1534,yes
1535,science
1536,kalam
1537,yes
1538,science
1539,sufism
1540,yes
1541,
1542,kalam
1543,yes
1544,science
1545,
1546,kalam
1547,yes
1548,science
1549,kalam
1550,yes
1551,science
1552,sufism
1553,kalam
1554,yes
1555,
1556,kalam
1557,yes
1558,sufism
1559,
1560,kalam
1561,yes
1562,lugha
1563,yes
1564,kalam
1565,fiqh
1566,sufism
1567,kalam
1568,yes
1569,fiqh
1570,
1571,lugha
1572,yes
1573,sufism
1574,kalam
1575,sirah
1576,yes
1577,kalam
1578,
1579,sufism
1580,yes
1581,kalam
1582,lugha
1583,sufism
1584,yes
1585,
1586,
1587,lugha
1588,yes
1589,sufism
1590,sufism
1591,yes
1592,fiqh
1593,lugha
1594,
1595,
1596,lugha
1597,yes
1598,kalam
1599,
1600,
1601,science
1602,yes
1603,kalam
1604,
1605,science
1606,yes
1607,sufism
1608,science
1609,yes
1610,science
1611,yes
1612,science
1613,yes
1614,science
1615,yes
1616,lugha
1617,science
1618,yes
1619,kalam
1620,yes
1621,science
1622,yes
1623,kalam
1624,yes
1625,science
1626,kalam
1627,yes
1628,science
1629,yes
1630,science
1631,yes
1632,
1633,
1634,
1635,
1636,kalma
1637,yes
1638,science
1639,yes
1640,science
1641,yes
1642,kalam
1643,yes
1644,
1645,science
1646,yes
1647,kalam
1648,
1649,
1650,
1651,
1652,kalam
1653,qiraat
1654,yes
1655,kalam
1656,science
1657,yes
1658,kalam
1659,science
1660,yes
1661,kalam
1662,yes
1663,kalam
1664,yes
1665,kalam
1666,yes
1667,kalam
1668,yes
1669,kalam
1670,yes
1671,
1672,lugha
1673,yes
1674,lugha
1675,yes
1676,lugha
1677,yes
1678,kalam
1679,yes
1680,kalam
